ID VALUE SCORE
87981512 21012.721 0.87
45986191 934912.322 0.241
24790560 29765.935 0.616
25010700 419930.42 0.194
82155210 83515.229 0.267
57851869 166538.295 0.552
9340780 8616.196 0.111
27911952 239709.264 0.185
91360367 43145.527 0.152
24524148 580214.029 0.857
57391048 363016.973 0.411
65498253 267417.824 0.613
42389781 109112.093 0.902
99233314 428511.368 0.405
66346565 559462.728 0.706
82902924 194405.118 0.468
16825915 69186.514 0.728
76629485 10545.903 0.471
13121688 144039.322 0.726
70034764 410349.223 0.935
6928739 163427.947 0.868
36080121 412035.956 0.122
29440667 402368.214 0.211
58639904 276029.95 0.855
93161066 630444.976 0.909
89205967 706445.332 0.893
42856592 215437.311 0.958
7618628 324900.749 0.51
89991424 234008.784 0.833
10920593 730710.059 0.82
23090627 293607.852 0.988
25886824 19970.043 0.689
63653845 442456.264 0.15
22250782 386476.271 0.928
53135573 136271.814 0.862
67640561 594270.215 0.226
19359551 273729.214 0.022
39709607 479029.125 0.735
62246844 138411.389 0.982
20178716 226781.156 0.89
61176764 45511.742 0.005
2768107 67279.118 0.907
10468592 237226.166 0.65
55609600 6585.05 0.139
9986050 295054.537 0.616
75039503 471579.549 0.377
83379091 190293.372 0.943
87001068 5583.241 0.214
11103348 344679.135 0.608
89533639 96281.993 0.664
82758194 3425.517 0.923
58074502 38446.363 0.456
9791031 269782.246 0.961
3188572 192627.734 0.446
60454862 7458.832 0.774
98796228 94387.602 0.445
46036471 374679.865 0.712
69905498 309163.452 0.542
72514766 429481.04 0.038
10114228 491249.667 0.02
19136943 807084.195 0.4
16858495 99607.747 0.115
97382874 198308.377 0.529
17672484 166013.756 0.102
69800371 721070.158 0.679
26355025 20293.115 0.71
38796919 28600.922 0.227
3879882 288921.965 0.74
70397974 22426.34 0.836
11105207 10937.645 0.767
55853174 192731.077 0.863
9710984 602538.625 0.316
69813075 94615.143 0.631
88758894 317794.773 0.389
79955106 71905.077 0.024
64269167 355992.068 0.852
78707129 28755.225 0.4
93186395 781903.952 0.034
96364531 20579.705 0.309
79569141 622674.898 0.145
89125376 20005.341 0.246
72503544 386188.272 0.308
74748395 740210.47 0.346
81565494 413300.906 0.59
67071073 217016.304 0.995
63777047 624008.31 0.699
32726217 467886.496 0.102
97137469 152835.453 0.759
50213263 401111.561 0.831
7221707 431798.29 0.565
70989688 539159.469 0.32
63479578 20750.414 0.324
19091784 432411.261 0.76
10186970 16994.599 0.792
28217623 495267.251 0.454
86139410 378858.857 0.993
65004177 637282.203 0.161
40566557 220335.785 0.814
64107624 573784.691 0.055
51100713 84795.55 0.909
68007173 35838.093 0.634
84550339 128000.482 0.86
94469557 31499.895 0.379
53259418 323493.629 0.478
84177609 15929.046 0.5
67247295 70410.774 0.799
21394341 734337.022 0.8
63866613 85328.534 0.56
73189212 448356.798 0.116
64488839 452096.53 0.555
23314151 148140.273 0.984
46159208 218807.249 0.199
83888169 153345.273 0.437
38292018 146771.484 0.928
30585981 15290.92 0.27
72768631 21244.398 0.4
84886264 447588.937 0.159
36157853 94263.489 0.406
67469732 11340.86 0.972
22829216 280356.421 0.545
89868812 804614.309 0.046
13863771 164190.123 0.202
24310727 315637.587 0.983
12144508 286498.24 0.402
5703170 637014.334 0.452
21089855 43293.947 0.652
48054151 22084.834 0.509
56220203 85724.72 0.135
65530017 916331.495 0.86
15132615 196258.392 0.756
87804057 27653.261 0.718
14590335 38523.784 0.364
29450464 169378.439 0.381
27470226 260853.964 0.47
2337814 141955.566 0.564
31044511 843178.979 0.201
66912048 140193.78 0.658
82819481 675727.457 0.267
23436458 78401.501 0.549
36661043 26549.181 0.538
44644396 329478.75 0.46
53990634 165720.826 0.477
15814111 355526.807 0.577
50906587 580988.024 0.891
87455949 383013.57 0.946
69809683 475815.456 0.777
12016136 181838.664 0.835
90946825 529728.269 0.473
74854890 471989.896 0.664
23461900 76546.434 0.631
16992017 230808.954 0.034
94538328 707544.673 0.82
56418633 14624.916 0.475
90307899 87306.982 0.568
13368264 107317.68 0.632
92051501 127572.016 0.268
11978056 411016.163 0.954
14695066 53147.488 0.618
48952275 282868.957 0.043
58280612 269131.754 0.328
29865687 54107.204 0.343
81496404 474091.238 0.855
23836915 16169.46 0.254
87067937 9128.582 0.24
79652672 847812.008 0.302
42952640 440753.374 0.569
61423302 572009.894 0.567
64272802 377316.323 0.337
37278861 326840.874 0.43
50589757 20200.939 0.649
53976429 604869.144 0.282
43437331 268680.203 0.352
69741127 13621.01 0.537
17758875 821.886 0.733
2499781 60218.769 0.972
58427848 180847.918 0.875
67716042 227596.018 0.327
57720225 348343.433 0.791
23099032 377351.3 0.194
44031365 551196.112 0.461
79754520 385625.755 0.068
51846849 390995.323 0.752
50933544 234605.55 0.163
15083342 196607.129 0.774
56705349 169788.242 0.344
1876346 115659.052 0.438
3913139 20312.8 0.418
6839881 414274.569 0.887
90032560 15366.949 0.144
32124139 200022.776 0.767
31517306 127939.633 0.139
10249008 119361.53 0.693
15092007 13933.184 0.454
14827383 182403.009 0.338
38755819 628894.632 0.135
51575310 143826.858 0.258
5173647 354088.001 0.516
54673468 616369.973 0.614
48116916 154357.973 0.893
79874424 142913.085 0.651
57788780 2441.603 0.473
38408353 2799.508 0.45
69320090 31494.146 0.942
43379001 202262.794 0.569
18620095 76092.131 0.428
39217872 245035.502 0.274
97594685 59045.501 0.911
29417207 454173.118 0.713
1838551 333059.486 0.859
48998294 39331.647 0.647
75159617 23798.241 0.694
13280074 4880.958 0.707
19037549 590189.372 0.455
18199276 577.99 0.978
15302254 497542.504 0.881
97052253 653915.861 0.041
13995667 155093.648 0.637
17642858 2937.667 0.66
18864747 189760.971 0.147
50203346 42661.536 0.662
87615933 327221.776 0.828
97360731 498460.444 0.893
5498077 36104.212 0.221
29204638 57897.127 0.032
56573146 245499.315 0.773
25389933 588293.6 0.556
45200511 42176.077 0.246
49519430 32669.301 0.918
36520655 369549.449 0.294
14737914 284915.336 0.52
42593138 576159.92 0.847
87489635 38697.223 0.077
18577916 706973.564 0.615
58963818 57862.855 0.204
31483776 425338.56 0.81
92028212 681231.722 0.839
57221211 119112.197 0.793
32683554 155907.724 0.715
6909951 181808.476 0.198
24068066 107515.085 0.65
78693895 461695.872 0.624
8487591 77503.357 0.388
44812886 21231.27 0.003
66856835 739279.002 0.694
13149949 622503.025 0.144
16474457 289343.431 0.967
74860055 34778.4 0.48
18788748 242129.919 0.276
46642092 57042.974 0.897
88818784 357906.333 0.44
36175655 190407.151 0.073
94053933 204741.744 0.998
9988281 318529.515 0.393
67798458 12997.196 0.456
40822111 444074.214 0.713
7159593 140904.618 0.122
1165960 94357.089 0.87
69323758 237971.177 0.281
81909737 374155.022 0.352
44173861 345177.719 0.628
11996102 762755.455 0.826
7719894 8762.244 0.974
79572022 538499.967 0.241
33230970 70221.07 0.889
35025059 127793.879 0.387
79856645 1947.14 0.599
96594556 65170.746 0.697
55503614 404127.17 0.219
1431538 4178.579 0.211
8837499 597634.262 0.167
63665798 585953.95 0.076
2829721 723452.069 0.914
59384187 68999.345 0.021
84997814 348734.896 0.292
24314515 283330.241 0.473
51494234 278308.389 0.34
4990592 556082.915 0.206
72411889 39728.934 0.707
66342225 402459.505 0.276
30188288 536952.875 0.493
9547951 195295.686 0.788
45203104 60747.034 0.911
91968484 168807.708 0.156
40919872 299636.285 0.31
85469820 67970.074 0.167
45062227 108832.152 0.446
58590526 154902.979 0.027
67751110 424694.548 0.875
56995135 28476.616 0.841
57190300 69082.407 0.091
59294008 155947.079 0.253
83827230 522933.821 0.125
42074387 287708.738 0.989
32906605 13770.32 0.113
92854528 287990.308 0.111
71306871 127199.275 0.714
80917391 40728.926 0.322
58878403 19548.863 0.001
91201881 432126.447 0.388
6828699 605369.001 0.899
65777358 133066.912 0.263
25391776 641060.45 0.617
23004287 331608.868 0.955
25004391 552052.551 0.133
63258471 428350.14 0.668
74597708 671695.271 0.994
49528143 426361.938 0.851
57807426 755718.638 0.418
88373888 2126.776 0.375
53074853 782077.9 0.322
16086167 139908.205 0.679
70251787 447344.025 0.522
78738333 11964.517 0.745
69507842 107874.243 0.016
70501922 48419.807 0.748
32093451 244986.652 0.065
44985858 761698.334 0.865
58719903 57013.181 0.429
14049101 165106.405 0.935
27894733 901274.455 0.933
74034535 337992.308 0.332
2251953 462636.128 0.638
62698899 163880.322 0.702
91880001 225209.955 0.167
84474306 192964.626 0.401
60320355 189894.049 0.147
94385607 13183.816 0.083
856779 186720.89 0.483
84258600 612193.665 0.98
18795163 346786.908 0.829
47358676 121462.008 0.63
94289339 574709.07 0.942
39085333 270994.264 0.968
81084791 356173.764 0.675
53942748 542534.147 0.571
8894347 124566.664 0.834
8432736 243687.774 0.997
67129051 201971.686 0.943
95466978 383687.139 0.328
57124100 28831.961 0.0
43151639 643899.277 0.975
79996228 103941.522 0.835
3543462 198864.357 0.601
79784834 115189.456 0.0
98201562 39922.367 0.314
80090027 82940.798 0.828
6113007 404629.946 0.521
41210261 78421.191 0.426
79632369 31814.868 0.9
19302489 160464.035 0.813
42360044 84170.669 0.304
50783863 233558.162 0.878
42403610 274575.057 0.686
87741336 81440.034 0.287
62007630 678401.798 0.328
19502524 126022.049 0.887
42754492 779783.867 0.804
53035428 763514.897 0.081
82265930 36292.861 0.967
27079792 179484.232 0.388
57591955 93529.242 0.671
11566842 62061.325 0.16
98612109 280749.231 0.148
67933359 91830.233 0.957
42755786 197790.927 0.846
55655922 238687.988 0.832
50675276 160903.892 0.578
2047727 221170.344 0.611
80083615 121026.813 0.071
24022657 412564.455 0.528
88082656 97687.105 0.674
51395366 393320.8 0.628
45467835 853178.338 0.167
54036853 1660.137 0.347
73522116 586442.187 0.148
70340368 192483.958 0.623
71065725 579400.322 0.205
49672805 309314.017 0.223
56576436 233016.956 0.103
94824327 141562.272 0.172
50159567 74642.316 0.927
65502067 305493.981 0.091
80227162 419624.913 0.782
79729568 39962.176 0.554
46196344 17919.624 0.536
91654094 503536.76 0.08
34181198 133.905 0.157
12964602 246118.252 0.017
81837239 433889.624 0.571
37561208 222720.389 0.024
47889832 64743.422 0.931
86676877 12579.935 0.816
82415796 262870.467 0.51
41211858 6066.599 0.595
19594196 17841.086 0.252
97951736 433455.089 0.52
25336624 187490.571 0.335
22314102 693392.853 0.196
92408346 343846.932 0.069
18892115 344279.454 0.745
48113359 812629.237 0.99
30091405 88032.73 0.005
9270477 190339.456 0.303
384926 59250.647 0.1
79745957 57868.949 0.326
48194281 35327.604 0.825
31666452 172351.959 0.549
67693980 333649.869 0.206
9886720 53138.516 0.73
10922557 489888.681 0.432
2731345 38043.513 0.286
36459211 89099.287 0.111
95985835 95649.716 0.237
73459168 432549.056 0.793
1859460 188903.369 0.893
328386 23439.854 0.883
56140307 704670.484 0.819
2741415 148706.55 0.487
18815114 183739.944 0.182
19422766 375646.483 0.509
74924934 70673.006 0.157
85176176 47380.422 0.779
44107084 73111.978 0.234
52473490 550804.426 0.052
71743147 819056.963 0.278
43541481 374967.794 0.447
23359298 806747.127 0.186
28873527 346009.092 0.923
60624529 183135.277 0.787
38633359 189827.434 0.139
45380453 43625.993 0.391
34706776 656111.132 0.846
52027088 671355.781 0.182
30655679 704.904 0.792
16764130 86695.765 0.554
88086701 602785.231 0.638
8258484 99392.488 0.815
66505281 79522.608 0.494
30989544 880883.724 0.906
36121184 407134.35 0.393
39886320 124068.667 0.989
94158659 41536.993 0.674
18295987 139701.582 0.127
75996938 222377.382 0.128
61576462 56624.361 0.28
88292814 53611.75 0.437
54752677 161421.841 0.641
33186471 33322.241 0.611
73328023 76593.486 0.144
46539345 297138.014 0.378
21416764 347498.56 0.63
68867914 109877.439 0.39
19836138 77169.138 0.009
7605983 8825.242 0.305
79970754 457854.454 0.125
19369014 187868.774 0.655
69413900 478814.384 0.397
80634524 459179.693 0.291
67723938 139392.896 0.129
8094450 87779.533 0.873
13342814 41951.961 0.924
87361842 104968.526 0.171
41224499 259527.495 0.959
84918909 53592.878 0.909
60607241 51931.095 0.134
81334939 446239.885 0.883
16452278 46060.755 0.263
60584252 231621.325 0.587
91957914 291526.597 0.862
75825606 176016.634 0.188
52968584 559156.23 0.631
42563855 143104.12 0.125
15452651 1827.611 0.322
6738640 922945.02 0.011
4278555 184893.2 0.719
83693028 50435.467 0.796
92792495 27017.629 0.202
90392643 151219.13 0.043
36339268 7050.348 0.393
23504960 541142.192 0.338
14775097 249348.872 0.046
42579045 104571.184 0.73
34224498 164097.798 0.376
11581180 16441.778 0.592
52194733 643390.671 0.802
81540150 270973.91 0.939
61201550 111854.749 0.188
74525054 304782.032 0.979
71485994 122304.043 0.878
25086190 464888.631 0.431
73668723 760459.194 0.247
74913393 79197.604 0.173
26005975 282868.909 0.55
21406142 164090.11 0.711
80947242 36786.095 0.719
40259836 139922.26 0.337
95363178 41489.211 0.878
97005906 165803.058 0.394
42124438 8386.762 0.181
18595835 89703.19 0.454
95292170 101709.351 0.646
38790170 64658.913 0.975
57376841 330802.112 0.29
28324126 263786.609 0.567
33578357 110725.473 0.764
57368273 487739.393 0.382
85070042 394409.462 0.378
6907887 172958.688 0.688
94037171 815898.874 0.356
19005819 969.824 0.87
95963817 199786.134 0.522
13164193 10040.035 0.789
92872641 135715.458 0.541
31013707 275892.606 0.903
20778786 390387.2 0.308
24726435 512153.017 0.301
914003 436041.338 0.395
19683224 473660.985 0.233
53221039 16585.17 0.73
73452422 449040.604 0.023
38797863 267754.955 0.174
75893274 206983.121 0.104
24436769 259364.846 0.129
45513018 436425.979 0.429
42455655 8002.41 0.136
83527476 165186.562 0.439
22528793 4243.639 0.025
26453874 66043.896 0.856
33049941 21744.535 0.692
42406706 178424.579 0.812
19157998 723353.078 0.569
6610966 108810.787 0.547
6484189 254435.387 0.373
84540777 534190.569 0.925
22965627 170741.219 0.061
70986124 116924.994 0.367
98756263 21483.103 0.886
50158155 928504.06 0.433
19530906 390516.355 0.205
42313612 11309.443 0.31
98962168 312742.412 0.961
65073983 429539.733 0.353
44510748 466388.358 0.297
5458995 410261.582 0.516
26465963 520153.136 0.771
58057456 554394.441 0.01
58595348 140745.0 0.456
31238889 329421.638 0.123
56161483 538083.9 0.828
97843256 61723.543 0.473
74185587 483719.025 0.446
66239983 832.951 0.764
28855163 293859.284 0.393
12643870 43076.871 0.711
37351491 130116.999 0.627
31432676 305755.652 0.896
30512425 173087.48 0.788
88968155 10670.361 0.586
84106213 53980.952 0.458
86355440 486489.943 0.828
90330099 146975.379 0.6
76363654 9932.788 0.914
4880300 100207.328 0.276
30271013 710446.323 0.869
33642698 264060.91 0.554
40750954 123716.868 0.393
16948870 18979.597 0.868
65110465 8765.392 0.053
86704413 41852.327 0.913
45878541 30425.66 0.687
15346346 468705.958 0.38
19223523 69969.492 0.816
6699363 173725.818 0.563
49924302 317242.81 0.118
69357860 393205.385 0.362
26198200 167896.697 0.192
71395651 51952.715 0.147
22045620 585255.116 0.934
55408679 312295.781 0.32
74968276 334160.527 0.94
71309211 708488.516 0.13
17013526 131314.672 0.784
76300491 465438.82 0.534
49258453 95635.536 0.627
4900405 85662.919 0.98
7079184 65810.328 0.795
30736888 16422.233 0.767
4682298 308436.858 0.865
57192104 140781.163 0.08
77808554 308227.245 0.236
65049089 20115.168 0.185
61123635 9456.455 0.185
20024946 7806.348 0.921
10403204 94952.045 0.74
29945020 43196.87 0.918
86920905 143956.632 0.837
9868380 40547.495 0.096
90348689 753150.866 0.549
99969450 210322.996 0.782
91238993 165447.636 0.47
94164335 126211.421 0.533
2287849 151033.299 0.187
3407670 192524.472 0.244
30495207 121990.415 0.377
58823115 506374.464 0.705
9924037 572811.049 0.491
73378236 194517.707 0.76
22188064 298216.687 0.942
51452605 276251.661 0.43
32287737 43817.369 0.405
43323940 116825.586 0.896
25066482 432018.782 0.952
70846650 182419.225 0.602
32329612 802786.989 0.381
29241289 438807.739 0.498
50219451 545511.556 0.624
55414750 28444.81 0.488
66682569 459579.177 0.995
19485567 81390.474 0.941
78293969 322014.079 0.549
38359433 37432.715 0.707
42182328 17266.421 0.644
8777004 24447.366 0.15
72937794 166585.729 0.129
55319163 382257.877 0.443
81949758 85187.579 0.422
29230337 22013.386 0.912
68620602 113381.338 0.302
67970624 350265.224 0.399
33835927 473132.979 0.137
62157637 127415.816 0.383
13424300 687759.119 0.143
99126322 8374.461 0.162
3618092 157043.776 0.435
22705006 59490.983 0.446
34559961 39499.296 0.156
37397889 17371.871 0.746
31133253 530921.719 0.976
89867759 266885.068 0.712
34729110 94185.994 0.105
71952532 267301.151 0.266
98871174 158974.875 0.491
93495108 243313.027 0.345
98520380 3296.831 0.745
45831708 94316.088 0.52
73261 70441.851 0.473
81038561 28031.512 0.492
41385149 127328.794 0.619
62025539 123986.609 0.56
60997668 489934.129 0.937
42006536 321347.278 0.538
62919079 501672.081 0.199
33330574 132642.425 0.278
98128959 111665.841 0.799
22315228 138087.897 0.138
96307858 200802.86 0.156
77072514 176049.858 0.694
27673183 23277.405 0.048
21306067 187086.491 0.597
75729550 178908.153 0.544
72371849 216023.865 0.09
63991335 44259.075 0.821
13914245 695813.046 0.264
42366975 69307.259 0.733
8511128 299406.605 0.803
27508186 457679.982 0.724
35250132 132114.684 0.361
53242182 274723.063 0.527
85093206 400976.592 0.079
21809710 2463.172 0.806
68562311 334970.863 0.382
85171823 476528.435 0.06
40688818 114791.195 0.945
22178071 465904.842 0.942
19309059 344753.628 0.707
70486067 18001.716 0.099
24164438 116729.053 0.614
72036252 36908.225 0.078
74338077 39733.888 0.399
76740454 903.917 0.348
11172530 19358.891 0.448
74311249 266700.311 0.141
19838637 905864.163 0.735
96291955 37915.716 0.205
64605671 486580.808 0.592
9822344 419297.211 0.094
49019786 51977.305 0.654
57280296 311371.743 0.224
54340169 138633.644 0.107
38113372 47426.146 0.6
39591551 186041.305 0.233
50639219 486258.896 0.671
24042542 62645.467 0.142
55110616 381600.717 0.49
37608473 127503.581 0.227
69104443 119524.711 0.44
14979766 57504.244 0.29
13631699 494321.352 0.471
20708746 236369.181 0.59
80899550 470240.633 0.084
9448905 138098.88 0.717
50788131 308109.047 0.036
96071707 43824.693 0.228
91650850 106378.18 0.932
98941096 111915.973 0.807
38356279 303549.15 0.945
84079782 27103.792 0.771
46012982 343208.357 0.69
84004013 374406.445 0.475
33139699 499447.495 0.716
80657074 288108.03 0.0
51405280 34017.37 0.145
29590715 358805.928 0.644
25162544 413822.341 0.432
40096153 136557.092 0.982
91670812 156607.308 0.478
71608200 121861.545 0.124
56046205 131055.482 0.877
95323762 478348.408 0.625
81098034 336433.414 0.875
45594609 198333.79 0.633
72312457 194520.654 0.951
9325682 16901.823 0.717
29597482 301803.892 0.349
18678596 482096.403 0.182
86392849 443162.495 0.462
27264325 12995.896 0.546
16887422 131068.901 0.875
29642802 63955.189 0.886
72438040 758574.871 0.577
66720847 139354.235 0.9
12288305 395606.627 0.067
93707681 386677.426 0.935
93884032 599219.366 0.899
15903489 126728.097 0.579
32472696 663315.598 0.513
11543060 336602.849 0.619
42513389 404337.019 0.183
61102366 120799.55 0.5
96892073 465614.578 0.217
18777734 7138.206 0.03
54928473 310774.57 0.213
29614465 97730.45 0.178
89045490 70533.679 0.941
79766231 385396.935 0.07
31227246 527992.465 0.783
20129522 316113.731 0.372
31845085 188400.084 0.138
99968795 748923.118 0.248
6289767 322984.932 0.562
94164954 63046.598 0.202
6089485 214372.683 0.301
20444992 162483.389 0.314
35050112 64918.19 0.585
16769231 18384.379 0.273
47373541 4141.36 0.078
47677097 168107.906 0.644
27730990 107399.383 0.251
93750499 77500.11 0.788
1864935 224390.066 0.273
41179651 148743.162 0.736
16584988 155159.492 0.565
21450685 3699.736 0.543
35227299 190748.697 0.707
78187126 436981.056 0.204
4257781 143027.277 0.641
73478498 65629.695 0.483
51419478 521393.147 0.853
70324131 41348.784 0.481
47623693 194205.712 0.08
59341238 124712.597 0.268
82202180 248230.913 0.006
53200935 546919.199 0.973
61494339 99569.438 0.705
62057500 33136.263 0.702
69976212 529219.013 0.664
75814947 90168.145 0.226
98659038 90363.371 0.494
21195021 51106.596 0.277
45860867 21966.091 0.164
67053645 20578.262 0.544
8821894 21519.003 0.437
9163793 13315.617 0.143
65812881 857926.909 0.861
18190351 245407.337 0.341
10053947 139734.333 0.934
54733084 260250.612 0.89
28855394 697000.842 0.476
70066811 618229.005 0.333
55436567 375410.417 0.961
76618928 239934.408 0.004
90438152 177502.774 0.608
55915271 76539.911 0.104
26210126 404450.419 0.435
5595621 94069.158 0.991
71957235 126082.074 0.881
59428960 449255.412 0.592
77022742 772550.525 0.117
17377841 451116.798 0.681
48026645 367330.475 0.209
50790098 31670.866 0.496
48454960 567853.495 0.612
79194997 188627.658 0.57
83909690 186635.536 0.91
4587301 41605.009 0.857
988314 403572.185 0.874
54983335 253948.112 0.629
69878780 49340.946 0.912
84254516 506451.795 0.093
87785065 67948.862 0.424
87465941 432007.386 0.906
9461810 284703.656 0.456
77551537 25433.691 0.105
11281418 398338.307 0.068
5785255 11209.891 0.536
68101025 435400.137 0.124
18294654 606162.234 0.977
79538105 15331.889 0.765
91324166 261.651 0.472
29655250 390198.962 0.777
40112801 907398.037 0.853
54608534 128143.381 0.149
35462098 45825.429 0.151
52203644 229005.312 0.679
17199779 263195.522 0.498
27106454 12479.378 0.309
48323265 111501.37 0.937
12559627 176822.906 0.225
1402921 413881.16 0.624
69843838 258530.21 0.326
40565217 60426.175 0.544
64437039 115215.496 0.975
41590753 47877.545 0.584
54039981 146256.296 0.965
30731542 16410.062 0.809
90815129 558210.221 0.286
10412616 81548.171 0.325
52392605 59833.48 0.219
21378302 546717.55 0.011
87451096 108541.99 0.774
27486167 222142.129 0.383
78400867 419659.04 0.073
82211352 549891.293 0.992
13066125 436930.988 0.632
33541136 85880.353 0.945
4894816 105028.401 0.186
64424749 23599.515 0.114
19045839 126862.61 0.054
20174824 68040.872 0.353
79726978 452609.939 0.772
46224110 13225.56 0.703
74717332 343907.759 0.111
93395298 290389.911 0.807
98188020 492684.906 0.244
67128365 10144.944 0.777
52916539 290471.708 0.044
35250551 519715.206 0.117
26178014 60841.874 0.909
27379663 14657.12 0.5
18006639 148723.005 0.739
47904615 39734.262 0.095
43182860 393536.422 0.199
96297434 203538.044 0.944
71814172 40890.684 0.034
83616079 103662.39 0.601
23150765 5403.775 0.975
318633 35058.253 0.928
70615240 116738.426 0.642
50794481 50886.494 0.09
53472484 150286.083 0.136
1870488 200556.011 0.885
20863793 818696.891 0.886
95046941 186305.011 0.359
82083965 241319.16 0.697
85493480 38123.123 0.202
79851148 19286.546 0.316
61858890 67429.032 0.711
17039856 253303.29 0.553
43150321 372441.4 0.285
54078858 74517.838 0.589
46485154 576019.404 0.421
65829355 221577.17 0.543
56788248 54444.148 0.693
582644 341991.421 0.129
51787666 755964.817 0.965
6958368 594547.858 0.919
59318245 514483.911 0.655
38273019 112954.235 0.667
37181525 387473.816 0.236
2060373 70938.569 0.105
99202272 569111.103 0.396
27371773 581159.231 0.755
572622 57272.978 0.098
97930403 540426.322 0.387
26265259 295861.181 0.643
75138905 301002.401 0.93
