ID VALUE SCORE
80024754 565602.789 0.11
10874011 164586.22 0.859
77577142 150435.875 0.065
29048087 511202.76 0.063
3797936 197314.545 0.8
47629560 131775.24 0.701
66834583 216851.972 0.54
28429263 41253.418 0.254
68115077 107913.65 0.888
31667741 165333.119 0.84
1937263 25164.25 0.117
73580739 20204.318 0.979
33005058 7952.395 0.012
87347555 83548.453 0.389
85019264 403594.048 0.542
59812286 314733.672 0.999
8609571 250634.156 0.71
74415628 3048.199 0.688
39165626 483475.864 0.159
64186893 256839.793 0.742
35215472 12019.706 0.977
97928735 164157.441 0.722
88139199 186161.882 0.09
93206777 23716.302 0.769
19038574 280755.564 0.797
40788463 288175.204 0.067
2496877 18399.578 0.899
89794766 71753.774 0.506
21692931 182678.893 0.34
53821320 693043.799 0.177
88242015 159363.562 0.572
37272093 51645.128 0.436
65650432 1658.092 0.145
99700734 135477.333 0.068
2366988 400743.021 0.595
16753359 431589.512 0.494
24219164 107676.8 0.393
60465917 305158.362 0.044
13863374 657863.52 0.258
73066563 388915.695 0.941
1990663 137455.893 0.648
25312596 35442.836 0.378
92013535 56455.882 0.893
73433031 199841.96 0.565
50390813 270226.071 0.532
3225787 438477.239 0.027
56074527 502232.274 0.662
50609086 84584.285 0.794
19552130 9592.982 0.067
21353376 528737.027 0.882
4333941 50054.964 0.635
21948260 377893.345 0.76
70505943 96875.439 0.956
11625775 224096.077 0.657
31402676 347549.901 0.936
24629131 58548.326 0.161
69902259 499281.306 0.29
48605043 102526.951 0.771
71145222 79585.777 0.654
99406181 499988.333 0.631
63737963 437894.579 0.963
37202434 621916.132 0.447
42762324 60170.212 0.6
70595708 401710.415 0.086
19022434 665355.36 0.637
16366 225455.793 0.084
51861810 133119.85 0.139
91733270 4538.842 0.265
56823956 338369.44 0.312
70745051 220176.342 0.883
36623851 234844.727 0.791
203176 34129.211 0.868
11231711 228720.61 0.953
58879512 370020.871 0.124
50028152 151101.099 0.071
52767568 711475.538 0.034
63573148 110255.491 0.414
44902510 780490.031 0.828
15949039 30938.353 0.077
98800114 188796.566 0.032
79318255 515875.792 0.686
9327272 270651.089 0.825
54571754 99767.57 0.84
69120182 178833.497 0.872
3644086 12566.253 0.083
36197958 42904.273 0.142
71052192 770504.377 0.221
57029322 108632.353 0.451
78675453 297224.581 0.961
83427714 279779.113 0.225
90943529 146908.943 0.358
38036953 209088.871 0.802
14682403 957637.296 0.36
16001208 147343.168 0.183
64209632 448796.221 0.943
47285071 663102.076 0.854
8997475 62557.912 0.914
78534545 745119.116 0.054
11154321 42327.846 0.812
57926926 121725.238 0.437
89414799 648017.192 0.598
50621715 323855.634 0.965
23835789 601196.103 0.649
26687146 123683.225 0.232
99197665 166733.612 0.69
61220773 55450.582 0.23
13631021 68562.626 0.637
22334049 123583.001 0.787
56238359 380651.297 0.712
10729005 48249.18 0.886
18816922 665340.103 0.564
10705415 281722.429 0.568
58567987 12680.803 0.928
73459784 724583.388 0.804
60825515 86472.055 0.934
40396854 622074.552 0.326
84990050 78759.584 0.054
39138536 108537.035 0.194
75641606 200165.62 0.271
11385232 27989.013 0.68
6047687 121723.271 0.095
14545779 111915.25 0.46
45953277 106957.904 0.466
37812840 36547.596 0.478
7690857 2958.019 0.072
86418616 84891.809 0.801
80198349 2079.992 0.773
42400381 1376.399 0.641
39630025 28401.506 0.425
65749530 6711.86 0.433
30063742 5636.226 0.863
58809866 48475.016 0.949
19385864 117812.423 0.436
60135200 482698.171 0.066
28928557 267339.66 0.592
74312452 745125.15 0.355
63862132 191940.917 0.299
29775007 391274.53 0.697
92266802 145029.041 0.941
19262497 422499.598 0.005
77800904 331526.947 0.628
26194853 27450.355 0.418
85948661 149474.518 0.292
32021322 13587.406 0.835
7287211 134970.449 0.851
65767459 376687.648 0.138
54844606 146086.22 0.481
64209661 124786.112 0.874
48062884 207789.641 0.893
35705508 682800.235 0.617
86801856 145180.178 0.956
86873383 2835.642 0.404
36873144 427541.514 0.83
20020963 32145.929 0.38
58811907 104528.887 0.286
91600128 556484.476 0.108
78478640 58125.188 0.554
795569 495975.995 0.759
5865927 85753.679 0.848
91969545 56506.255 0.898
53355493 298793.974 0.9
75835714 116702.051 0.658
85280518 38939.059 0.739
68747722 294355.922 0.311
61491572 204100.267 0.34
91697142 103426.278 0.106
8916322 300014.052 0.673
91808602 382959.012 0.495
38875471 224629.575 0.427
89413682 243840.713 0.243
99427066 121966.217 0.592
79236907 50768.547 0.218
71990203 3819.489 0.322
74894399 270049.795 0.609
68493877 196189.431 0.205
4803164 96405.905 0.172
30104284 2966.068 0.482
42253900 213958.898 0.112
24562585 569867.792 0.829
38050744 58036.639 0.114
55738882 294058.553 0.549
44314996 88484.955 0.958
91510319 89008.985 0.325
92862744 502786.32 0.111
17096780 171296.74 0.815
11530493 595299.841 0.408
60676772 187500.85 0.544
4149722 45808.953 0.343
82459137 765826.296 0.436
85877794 121828.062 0.347
15025125 83055.982 0.584
15036634 178399.121 0.401
32060830 140979.012 0.318
48749602 806475.341 0.276
72190959 176829.819 0.809
97740648 180562.637 0.218
4174727 150666.719 0.044
13498463 886888.53 0.542
78946169 673152.803 0.395
30674124 665412.349 0.486
73951673 48170.709 0.645
33050310 5205.491 0.577
79900529 557523.319 0.9
431349 579308.287 0.405
72282831 558.425 0.504
98586297 169748.261 0.429
22045545 48257.437 0.912
53144819 4616.288 0.619
30744373 314873.271 0.387
89005136 59298.39 0.722
55838262 267693.63 0.214
76853203 147655.606 0.552
60112335 212487.704 0.734
5998814 246418.868 0.464
93587720 147771.99 0.611
68592069 274345.609 0.393
64900328 233261.456 0.815
54678903 473850.023 0.809
8661223 486588.013 0.061
18094980 67477.406 0.526
21882930 22537.931 0.773
96816349 146960.433 0.537
86468653 65485.387 0.479
6954798 39928.377 0.895
59138769 14243.864 0.765
62832535 64760.604 0.503
2589522 29070.149 0.969
11432245 69169.536 0.302
1849201 94250.376 0.289
81762532 7438.085 0.538
65826365 19554.853 0.556
14633109 341562.609 0.349
96907778 306230.834 0.641
40521170 181109.488 0.645
70943704 377309.452 0.509
72780887 114463.229 0.63
6333127 26095.839 0.82
38293412 12689.621 0.445
39880668 74276.472 0.763
52350424 153885.22 0.59
58671463 31677.604 0.923
59070533 789955.136 0.302
96359328 540834.636 0.478
38730705 19295.644 0.635
46187869 256052.043 0.434
12838162 404026.9 0.509
80108123 836013.133 0.126
2824103 104654.039 0.187
59497717 14969.141 0.47
6625904 516515.833 0.774
90992707 172916.124 0.905
64287695 25922.622 0.683
75315272 332783.921 0.404
31060867 20199.052 0.201
77886786 501086.665 0.931
60637890 465985.31 0.408
34831179 364928.032 0.17
28627091 119281.684 0.027
17831855 327674.188 0.058
12376108 558746.514 0.668
96533072 396683.175 0.36
15866896 29864.521 0.25
44560236 489644.571 0.079
85523163 230227.338 0.986
13966556 1811.989 0.045
53200063 258706.194 0.636
65700259 812642.47 0.959
47667250 319183.103 0.317
29079832 707855.198 0.429
71163180 157788.937 0.04
98859207 9170.808 0.329
61584717 313968.693 0.557
30135249 464709.459 0.725
82859293 380970.995 0.524
